Gebied;Gebiedscode;Gemeente;Jaar;Leeftijdsgroep;Aantal
Buurt 52   Park Stokhorst;BU01530502;Enschede;2014;75 eo;251
Buurt 53   Stokhorst;BU01530503;Enschede;2014;75 eo;118
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2014;75 eo;221
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2014;75 eo;150
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2014;75 eo;121
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2014;75 eo;382
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2014;75 eo;719
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2014;75 eo;110
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2014;75 eo;580
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2014;75 eo;165
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2014;75 eo;118
Buurt 69   het Brunink;BU01530609;Enschede;2014;75 eo;1
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2014;75 eo;19
Buurt 71   Marssteden;BU01530701;Enschede;2014;75 eo;2
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2014;75 eo;2
Buurt 80   Glanerveld;BU01530800;Enschede;2014;75 eo;53
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2014;75 eo;348
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2014;75 eo;171
Buurt 83   Eekmaat;BU01530803;Enschede;2014;75 eo;80
Buurt 84   Oikos;BU01530804;Enschede;2014;75 eo;14
Buurt 85   Eilermarke;BU01530805;Enschede;2014;75 eo;16
Buurt 86   De Slank;BU01530806;Enschede;2014;75 eo;5
Buurt 87   Dolphia;BU01530807;Enschede;2014;75 eo;20
Buurt 88   Eekmaat West;BU01530808;Enschede;2014;75 eo;167
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2014;75 eo;185
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2014;75 eo;270
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2014;75 eo;106
Buurt 93   Noord Esmarke;BU01530903;Enschede;2014;75 eo;25
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2014;75 eo;31
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2014;75 eo;103
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2014;75 eo;22
Buurt 97   Boekelerveld;BU01530907;Enschede;2014;75 eo;54
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2014;75 eo;16
Buurt 00   City;BU01530000;Enschede;2015;75 eo;172
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2015;75 eo;79
Buurt 02   De Laares;BU01530002;Enschede;2015;75 eo;50
Buurt 03   De Bothoven;BU01530003;Enschede;2015;75 eo;808
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2015;75 eo;203
Buurt 05   Getfert;BU01530005;Enschede;2015;75 eo;318
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2015;75 eo;79
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2015;75 eo;116
Buurt 08   Boddenkamp;BU01530008;Enschede;2015;75 eo;27
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2015;75 eo;273
Buurt 11   Wooldrik;BU01530101;Enschede;2015;75 eo;118
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2015;75 eo;172
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2015;75 eo;228
Buurt 14   Sleutelkamp;BU01530104;Enschede;2015;75 eo;16
Buurt 16   De Leuriks;BU01530106;Enschede;2015;75 eo;2
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2015;75 eo;322
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2015;75 eo;214
Buurt 22   Pathmos;BU01530202;Enschede;2015;75 eo;58
Buurt 23   Stevenfenne;BU01530203;Enschede;2015;75 eo;179
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2015;75 eo;151
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2015;75 eo;83
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2015;75 eo;116
Buurt 27   't Zwering;BU01530207;Enschede;2015;75 eo;185
Buurt 28   Ruwenbos;BU01530208;Enschede;2015;75 eo;72
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2015;75 eo;278
Buurt 31   Twekkelerveld;BU01530301;Enschede;2015;75 eo;318
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2015;75 eo;107
Buurt 41   Bolhaar;BU01530401;Enschede;2015;75 eo;262
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2015;75 eo;218
Buurt 43   Mekkelholt;BU01530403;Enschede;2015;75 eo;317
Buurt 44   Deppenbroek;BU01530404;Enschede;2015;75 eo;444
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2015;75 eo;67
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2015;75 eo;39
Buurt 50   Schreurserve;BU01530500;Enschede;2015;75 eo;230
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2015;75 eo;86
Buurt 52   Park Stokhorst;BU01530502;Enschede;2015;75 eo;256
Buurt 53   Stokhorst;BU01530503;Enschede;2015;75 eo;120
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2015;75 eo;214
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2015;75 eo;153
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2015;75 eo;121
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2015;75 eo;399
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2015;75 eo;717
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2015;75 eo;128
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2015;75 eo;593
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2015;75 eo;180
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2015;75 eo;130
Buurt 69   het Brunink;BU01530609;Enschede;2015;75 eo;1
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2015;75 eo;17
Buurt 71   Marssteden;BU01530701;Enschede;2015;75 eo;2
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2015;75 eo;3
Buurt 80   Glanerveld;BU01530800;Enschede;2015;75 eo;49
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2015;75 eo;339
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2015;75 eo;164
Buurt 83   Eekmaat;BU01530803;Enschede;2015;75 eo;88
Buurt 84   Oikos;BU01530804;Enschede;2015;75 eo;21
Buurt 85   Eilermarke;BU01530805;Enschede;2015;75 eo;15
Buurt 86   De Slank;BU01530806;Enschede;2015;75 eo;6
Buurt 87   Dolphia;BU01530807;Enschede;2015;75 eo;22
Buurt 88   Eekmaat West;BU01530808;Enschede;2015;75 eo;180
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2015;75 eo;186
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2015;75 eo;276
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2015;75 eo;110
Buurt 93   Noord Esmarke;BU01530903;Enschede;2015;75 eo;30
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2015;75 eo;26
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2015;75 eo;110
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2015;75 eo;20
Buurt 97   Boekelerveld;BU01530907;Enschede;2015;75 eo;57
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2015;75 eo;17
Buurt 00   City;BU01530000;Enschede;2016;75 eo;166
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2016;75 eo;76
Buurt 02   De Laares;BU01530002;Enschede;2016;75 eo;53
Buurt 03   De Bothoven;BU01530003;Enschede;2016;75 eo;800
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2016;75 eo;200
Buurt 05   Getfert;BU01530005;Enschede;2016;75 eo;315
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2016;75 eo;83
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2016;75 eo;134
Buurt 08   Boddenkamp;BU01530008;Enschede;2016;75 eo;30
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2016;75 eo;293
Buurt 11   Wooldrik;BU01530101;Enschede;2016;75 eo;119
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2016;75 eo;173
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2016;75 eo;246
Buurt 14   Sleutelkamp;BU01530104;Enschede;2016;75 eo;17
Buurt 16   De Leuriks;BU01530106;Enschede;2016;75 eo;1
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2016;75 eo;305
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2016;75 eo;213
Buurt 22   Pathmos;BU01530202;Enschede;2016;75 eo;60
Buurt 23   Stevenfenne;BU01530203;Enschede;2016;75 eo;179
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2016;75 eo;161
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2016;75 eo;96
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2016;75 eo;124
Buurt 27   't Zwering;BU01530207;Enschede;2016;75 eo;182
Buurt 28   Ruwenbos;BU01530208;Enschede;2016;75 eo;73
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2016;75 eo;287
Buurt 31   Twekkelerveld;BU01530301;Enschede;2016;75 eo;331
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2016;75 eo;114
Buurt 41   Bolhaar;BU01530401;Enschede;2016;75 eo;251
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2016;75 eo;233
Buurt 43   Mekkelholt;BU01530403;Enschede;2016;75 eo;316
Buurt 44   Deppenbroek;BU01530404;Enschede;2016;75 eo;431
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2016;75 eo;74
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2016;75 eo;41
Buurt 50   Schreurserve;BU01530500;Enschede;2016;75 eo;224
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2016;75 eo;79
Buurt 52   Park Stokhorst;BU01530502;Enschede;2016;75 eo;260
Buurt 53   Stokhorst;BU01530503;Enschede;2016;75 eo;129
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2016;75 eo;221
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2016;75 eo;157
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2016;75 eo;128
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2016;75 eo;442
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2016;75 eo;719
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2016;75 eo;156
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2016;75 eo;580
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2016;75 eo;193
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2016;75 eo;134
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2016;75 eo;16
Buurt 71   Marssteden;BU01530701;Enschede;2016;75 eo;2
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2016;75 eo;2
Buurt 80   Glanerveld;BU01530800;Enschede;2016;75 eo;56
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2016;75 eo;335
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2016;75 eo;159
Buurt 83   Eekmaat;BU01530803;Enschede;2016;75 eo;89
Buurt 84   Oikos;BU01530804;Enschede;2016;75 eo;26
Buurt 85   Eilermarke;BU01530805;Enschede;2016;75 eo;14
Buurt 86   De Slank;BU01530806;Enschede;2016;75 eo;5
Buurt 87   Dolphia;BU01530807;Enschede;2016;75 eo;22
Buurt 88   Eekmaat West;BU01530808;Enschede;2016;75 eo;180
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2016;75 eo;197
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2016;75 eo;287
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2016;75 eo;110
Buurt 93   Noord Esmarke;BU01530903;Enschede;2016;75 eo;27
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2016;75 eo;26
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2016;75 eo;106
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2016;75 eo;25
Buurt 97   Boekelerveld;BU01530907;Enschede;2016;75 eo;70
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2016;75 eo;16
Buurt 00   City;BU01530000;Enschede;2017;75 eo;159
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2017;75 eo;79
Buurt 02   De Laares;BU01530002;Enschede;2017;75 eo;54
Buurt 03   De Bothoven;BU01530003;Enschede;2017;75 eo;805
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2017;75 eo;193
Buurt 05   Getfert;BU01530005;Enschede;2017;75 eo;314
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2017;75 eo;80
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2017;75 eo;139
Buurt 08   Boddenkamp;BU01530008;Enschede;2017;75 eo;31
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2017;75 eo;288
Buurt 11   Wooldrik;BU01530101;Enschede;2017;75 eo;115
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2017;75 eo;176
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2017;75 eo;244
Buurt 14   Sleutelkamp;BU01530104;Enschede;2017;75 eo;16
Buurt 16   De Leuriks;BU01530106;Enschede;2017;75 eo;1
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2017;75 eo;303
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2017;75 eo;218
Buurt 22   Pathmos;BU01530202;Enschede;2017;75 eo;60
Buurt 23   Stevenfenne;BU01530203;Enschede;2017;75 eo;177
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2017;75 eo;171
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2017;75 eo;100
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2017;75 eo;120
Buurt 27   't Zwering;BU01530207;Enschede;2017;75 eo;186
Buurt 28   Ruwenbos;BU01530208;Enschede;2017;75 eo;77
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2017;75 eo;287
Buurt 31   Twekkelerveld;BU01530301;Enschede;2017;75 eo;326
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2017;75 eo;123
Buurt 41   Bolhaar;BU01530401;Enschede;2017;75 eo;254
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2017;75 eo;250
Buurt 43   Mekkelholt;BU01530403;Enschede;2017;75 eo;313
Buurt 44   Deppenbroek;BU01530404;Enschede;2017;75 eo;430
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2017;75 eo;77
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2017;75 eo;38
Buurt 50   Schreurserve;BU01530500;Enschede;2017;75 eo;224
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2017;75 eo;88
Buurt 52   Park Stokhorst;BU01530502;Enschede;2017;75 eo;271
Buurt 53   Stokhorst;BU01530503;Enschede;2017;75 eo;136
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2017;75 eo;216
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2017;75 eo;164
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2017;75 eo;130
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2017;75 eo;449
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2017;75 eo;700
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2017;75 eo;165
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2017;75 eo;568
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2017;75 eo;197
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2017;75 eo;134
Buurt 69   het Brunink;BU01530609;Enschede;2017;75 eo;1
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2017;75 eo;11
Buurt 71   Marssteden;BU01530701;Enschede;2017;75 eo;3
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2017;75 eo;2
Buurt 80   Glanerveld;BU01530800;Enschede;2017;75 eo;60
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2017;75 eo;339
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2017;75 eo;160
Buurt 83   Eekmaat;BU01530803;Enschede;2017;75 eo;96
Buurt 84   Oikos;BU01530804;Enschede;2017;75 eo;28
Buurt 85   Eilermarke;BU01530805;Enschede;2017;75 eo;21
Buurt 86   De Slank;BU01530806;Enschede;2017;75 eo;5
Buurt 87   Dolphia;BU01530807;Enschede;2017;75 eo;21
Buurt 88   Eekmaat West;BU01530808;Enschede;2017;75 eo;204
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2017;75 eo;194
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2017;75 eo;303
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2017;75 eo;112
Buurt 93   Noord Esmarke;BU01530903;Enschede;2017;75 eo;22
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2017;75 eo;25
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2017;75 eo;105
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2017;75 eo;25
Buurt 97   Boekelerveld;BU01530907;Enschede;2017;75 eo;73
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2017;75 eo;18
Buurt 00   City;BU01530000;Enschede;2018;75 eo;146
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2018;75 eo;79
Buurt 02   De Laares;BU01530002;Enschede;2018;75 eo;61
Buurt 03   De Bothoven;BU01530003;Enschede;2018;75 eo;810
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2018;75 eo;197
Buurt 05   Getfert;BU01530005;Enschede;2018;75 eo;314
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2018;75 eo;91
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2018;75 eo;154
Buurt 08   Boddenkamp;BU01530008;Enschede;2018;75 eo;35
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2018;75 eo;299
Buurt 11   Wooldrik;BU01530101;Enschede;2018;75 eo;121
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2018;75 eo;171
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2018;75 eo;245
Buurt 14   Sleutelkamp;BU01530104;Enschede;2018;75 eo;16
Buurt 16   De Leuriks;BU01530106;Enschede;2018;75 eo;4
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2018;75 eo;307
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2018;75 eo;214
Buurt 22   Pathmos;BU01530202;Enschede;2018;75 eo;66
Buurt 23   Stevenfenne;BU01530203;Enschede;2018;75 eo;191
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2018;75 eo;168
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2018;75 eo;110
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2018;75 eo;116
Buurt 27   't Zwering;BU01530207;Enschede;2018;75 eo;205
Buurt 28   Ruwenbos;BU01530208;Enschede;2018;75 eo;68
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2018;75 eo;298
Buurt 31   Twekkelerveld;BU01530301;Enschede;2018;75 eo;330
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2018;75 eo;117
Buurt 41   Bolhaar;BU01530401;Enschede;2018;75 eo;258
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2018;75 eo;196
Buurt 43   Mekkelholt;BU01530403;Enschede;2018;75 eo;319
Buurt 44   Deppenbroek;BU01530404;Enschede;2018;75 eo;413
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2018;75 eo;139
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2018;75 eo;39
Buurt 50   Schreurserve;BU01530500;Enschede;2018;75 eo;213
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2018;75 eo;90
Buurt 52   Park Stokhorst;BU01530502;Enschede;2018;75 eo;288
Buurt 53   Stokhorst;BU01530503;Enschede;2018;75 eo;144
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2018;75 eo;235
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2018;75 eo;151
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2018;75 eo;140
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2018;75 eo;447
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2018;75 eo;701
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2018;75 eo;166
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2018;75 eo;592
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2018;75 eo;209
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2018;75 eo;138
Buurt 69   het Brunink;BU01530609;Enschede;2018;75 eo;1
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2018;75 eo;12
Buurt 71   Marssteden;BU01530701;Enschede;2018;75 eo;5
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2018;75 eo;2
Buurt 80   Glanerveld;BU01530800;Enschede;2018;75 eo;64
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2018;75 eo;348
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2018;75 eo;175
Buurt 83   Eekmaat;BU01530803;Enschede;2018;75 eo;100
Buurt 84   Oikos;BU01530804;Enschede;2018;75 eo;31
Buurt 85   Eilermarke;BU01530805;Enschede;2018;75 eo;27
Buurt 86   De Slank;BU01530806;Enschede;2018;75 eo;5
Buurt 87   Dolphia;BU01530807;Enschede;2018;75 eo;23
Buurt 88   Eekmaat West;BU01530808;Enschede;2018;75 eo;220
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2018;75 eo;199
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2018;75 eo;310
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2018;75 eo;111
Buurt 93   Noord Esmarke;BU01530903;Enschede;2018;75 eo;23
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2018;75 eo;27
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2018;75 eo;108
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2018;75 eo;21
Buurt 97   Boekelerveld;BU01530907;Enschede;2018;75 eo;78
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2018;75 eo;18
City;BU01530000;Enschede;2019;75 eo;154
Lasonder, Zeggelt;BU01530001;Enschede;2019;75 eo;85
De Laares;BU01530002;Enschede;2019;75 eo;61
De Bothoven;BU01530003;Enschede;2019;75 eo;797
Hogeland-Noord;BU01530004;Enschede;2019;75 eo;196
Getfert;BU01530005;Enschede;2019;75 eo;339
Veldkamp-Getfert-West;BU01530006;Enschede;2019;75 eo;96
Horstlanden-Stadsweide;BU01530007;Enschede;2019;75 eo;161
Boddenkamp;BU01530008;Enschede;2019;75 eo;31
Velve-Lindenhof;BU01530100;Enschede;2019;75 eo;305
Wooldrik;BU01530101;Enschede;2019;75 eo;128
Hogeland-Zuid;BU01530102;Enschede;2019;75 eo;190
Varvik-Diekman;BU01530103;Enschede;2019;75 eo;231
Sleutelkamp;BU01530104;Enschede;2019;75 eo;16
't Weldink;BU01530105;Enschede;2019;75 eo;1
De Leuriks;BU01530106;Enschede;2019;75 eo;5
Cromhoffsbleek-Kotman;BU01530200;Enschede;2019;75 eo;292
Boswinkel-De Braker;BU01530201;Enschede;2019;75 eo;221
Pathmos;BU01530202;Enschede;2019;75 eo;69
Stevenfenne;BU01530203;Enschede;2019;75 eo;223
Stadsveld-Zuid;BU01530204;Enschede;2019;75 eo;180
Elferink-Heuwkamp;BU01530205;Enschede;2019;75 eo;119
Stadsveld-Noord-Bruggert;BU01530206;Enschede;2019;75 eo;114
't Zwering;BU01530207;Enschede;2019;75 eo;209
Ruwenbos;BU01530208;Enschede;2019;75 eo;64
Tubantia-Toekomst;BU01530300;Enschede;2019;75 eo;305
Twekkelerveld;BU01530301;Enschede;2019;75 eo;330
Walhof-Roessingh;BU01530400;Enschede;2019;75 eo;119
Bolhaar;BU01530401;Enschede;2019;75 eo;260
Roombeek-Roomveldje;BU01530402;Enschede;2019;75 eo;193
Mekkelholt;BU01530403;Enschede;2019;75 eo;324
Deppenbroek;BU01530404;Enschede;2019;75 eo;417
Voortman-Amelink;BU01530405;Enschede;2019;75 eo;147
Drienerveld-U.T.;BU01530406;Enschede;2019;75 eo;39
Schreurserve;BU01530500;Enschede;2019;75 eo;208
Ribbelt-Ribbelerbrink;BU01530501;Enschede;2019;75 eo;99
Park Stokhorst;BU01530502;Enschede;2019;75 eo;306
Stokhorst;BU01530503;Enschede;2019;75 eo;148
Stroinkslanden Noord-Oost;BU01530600;Enschede;2019;75 eo;260
Stroinkslanden-Zuid;BU01530601;Enschede;2019;75 eo;147
Stroinkslanden Noord-West;BU01530602;Enschede;2019;75 eo;148
Wesselerbrink Noord-Oost;BU01530603;Enschede;2019;75 eo;458
Wesselerbrink Zuid-Oost;BU01530604;Enschede;2019;75 eo;721
Wesselerbrink Zuid-West;BU01530605;Enschede;2019;75 eo;190
Wesselerbrink Noord-West;BU01530606;Enschede;2019;75 eo;597
Helmerhoek-Noord;BU01530607;Enschede;2019;75 eo;212
Helmerhoek-Zuid;BU01530608;Enschede;2019;75 eo;150
het Brunink;BU01530609;Enschede;2019;75 eo;3
Industrie- en havengebied;BU01530700;Enschede;2019;75 eo;10
Marssteden;BU01530701;Enschede;2019;75 eo;4
Koekoeksbeekhoek;BU01530702;Enschede;2019;75 eo;2
Glanerveld;BU01530800;Enschede;2019;75 eo;69
Bentveld-Bultserve;BU01530801;Enschede;2019;75 eo;348
Schipholt-Glanermaten;BU01530802;Enschede;2019;75 eo;184
Eekmaat;BU01530803;Enschede;2019;75 eo;111
Oikos;BU01530804;Enschede;2019;75 eo;32
Eilermarke;BU01530805;Enschede;2019;75 eo;31
De Slank;BU01530806;Enschede;2019;75 eo;6
Dolphia;BU01530807;Enschede;2019;75 eo;29
Eekmaat West;BU01530808;Enschede;2019;75 eo;228
Dorp Lonneker;BU01530900;Enschede;2019;75 eo;204
Dorp Boekelo;BU01530901;Enschede;2019;75 eo;315
Buurtschap Lonneker-West;BU01530902;Enschede;2019;75 eo;117
Noord Esmarke;BU01530903;Enschede;2019;75 eo;30
Buurtschap Zuid-Esmarke;BU01530904;Enschede;2019;75 eo;27
Buurtschap Broekheurne;BU01530905;Enschede;2019;75 eo;104
Buurtschap Usselo;BU01530906;Enschede;2019;75 eo;24
Boekelerveld;BU01530907;Enschede;2019;75 eo;80
Buurtschap Twekkelo;BU01530908;Enschede;2019;75 eo;22
City;BU01530000;Enschede;2020;75 eo;159
Lasonder, Zeggelt;BU01530001;Enschede;2020;75 eo;82
De Laares;BU01530002;Enschede;2020;75 eo;68
De Bothoven;BU01530003;Enschede;2020;75 eo;828
